Park,Region,State,Year,Month,Recreation Visits
Pinnacles,Pacific West,CA,2018,November,15851
Pinnacles,Pacific West,CA,2018,December,16429
Pinnacles,Pacific West,CA,2019,January,1154
Pinnacles,Pacific West,CA,2019,February,11735
Pinnacles,Pacific West,CA,2019,March,24681
Pinnacles,Pacific West,CA,2019,April,16234
Pinnacles,Pacific West,CA,2019,May,19398
Pinnacles,Pacific West,CA,2019,June,19061
Pinnacles,Pacific West,CA,2019,July,13016
Pinnacles,Pacific West,CA,2019,August,16795
Pinnacles,Pacific West,CA,2019,September,14165
Pinnacles,Pacific West,CA,2019,October,14084
Pinnacles,Pacific West,CA,2019,November,14786
Pinnacles,Pacific West,CA,2019,December,12115
Pinnacles,Pacific West,CA,2020,January,23959
Pinnacles,Pacific West,CA,2020,February,22021
Pinnacles,Pacific West,CA,2020,March,18537
Pinnacles,Pacific West,CA,2020,April,1635
Pinnacles,Pacific West,CA,2020,May,4640
Pinnacles,Pacific West,CA,2020,June,10364
Pinnacles,Pacific West,CA,2020,July,10508
Pinnacles,Pacific West,CA,2020,August,8526
Pinnacles,Pacific West,CA,2020,September,5850
Pinnacles,Pacific West,CA,2020,October,15722
Pinnacles,Pacific West,CA,2020,November,23139
Pinnacles,Pacific West,CA,2020,December,20839
Pinnacles,Pacific West,CA,2021,January,26793
Pinnacles,Pacific West,CA,2021,February,31316
Pinnacles,Pacific West,CA,2021,March,38402
Pinnacles,Pacific West,CA,2021,April,39597
Pinnacles,Pacific West,CA,2021,May,40064
Pinnacles,Pacific West,CA,2021,June,37029
Pinnacles,Pacific West,CA,2021,July,29502
Pinnacles,Pacific West,CA,2021,August,18765
Pinnacles,Pacific West,CA,2021,September,21721
Pinnacles,Pacific West,CA,2021,October,23448
Pinnacles,Pacific West,CA,2021,November,23187
Pinnacles,Pacific West,CA,2021,December,19033
Pinnacles,Pacific West,CA,2022,January,27724
Pinnacles,Pacific West,CA,2022,February,30673
Pinnacles,Pacific West,CA,2022,March,34712
Pinnacles,Pacific West,CA,2022,April,23642
Pinnacles,Pacific West,CA,2022,May,27948
Pinnacles,Pacific West,CA,2022,June,22256
Pinnacles,Pacific West,CA,2022,July,19551
Pinnacles,Pacific West,CA,2022,August,19330
Pinnacles,Pacific West,CA,2022,September,13898
Pinnacles,Pacific West,CA,2022,October,17184
Pinnacles,Pacific West,CA,2022,November,21697
Pinnacles,Pacific West,CA,2022,December,16408
Redwood,Pacific West,CA,2012,January,13949
Redwood,Pacific West,CA,2012,February,13686
Redwood,Pacific West,CA,2012,March,16802
Redwood,Pacific West,CA,2012,April,24262
Redwood,Pacific West,CA,2012,May,10834
Redwood,Pacific West,CA,2012,June,42803
Redwood,Pacific West,CA,2012,July,58407
Redwood,Pacific West,CA,2012,August,56920
Redwood,Pacific West,CA,2012,September,44049
Redwood,Pacific West,CA,2012,October,31070
Redwood,Pacific West,CA,2012,November,19684
Redwood,Pacific West,CA,2012,December,20051
Redwood,Pacific West,CA,2013,January,15542
Redwood,Pacific West,CA,2013,February,13876
Redwood,Pacific West,CA,2013,March,19426
Redwood,Pacific West,CA,2013,April,29379
Redwood,Pacific West,CA,2013,May,36734
Redwood,Pacific West,CA,2013,June,50774
Redwood,Pacific West,CA,2013,July,66804
Redwood,Pacific West,CA,2013,August,60463
Redwood,Pacific West,CA,2013,September,45089
Redwood,Pacific West,CA,2013,October,22101
Redwood,Pacific West,CA,2013,November,16059
Redwood,Pacific West,CA,2013,December,17117
Redwood,Pacific West,CA,2014,January,16096
Redwood,Pacific West,CA,2014,February,9827
Redwood,Pacific West,CA,2014,March,20955
Redwood,Pacific West,CA,2014,April,28779
Redwood,Pacific West,CA,2014,May,37871
Redwood,Pacific West,CA,2014,June,48382
Redwood,Pacific West,CA,2014,July,77247
Redwood,Pacific West,CA,2014,August,62241
Redwood,Pacific West,CA,2014,September,44474
Redwood,Pacific West,CA,2014,October,37044
Redwood,Pacific West,CA,2014,November,26882
Redwood,Pacific West,CA,2014,December,19368
Redwood,Pacific West,CA,2015,January,16051
Redwood,Pacific West,CA,2015,February,30275
Redwood,Pacific West,CA,2015,March,25597
Redwood,Pacific West,CA,2015,April,39346
Redwood,Pacific West,CA,2015,May,46980
Redwood,Pacific West,CA,2015,June,69820
Redwood,Pacific West,CA,2015,July,84987
Redwood,Pacific West,CA,2015,August,65615
Redwood,Pacific West,CA,2015,September,54037
Redwood,Pacific West,CA,2015,October,36714
Redwood,Pacific West,CA,2015,November,31566
Redwood,Pacific West,CA,2015,December,26155
Redwood,Pacific West,CA,2016,January,18194
Redwood,Pacific West,CA,2016,February,18711
Redwood,Pacific West,CA,2016,March,38638
Redwood,Pacific West,CA,2016,April,42544
Redwood,Pacific West,CA,2016,May,57045
Redwood,Pacific West,CA,2016,June,72858
Redwood,Pacific West,CA,2016,July,86244
Redwood,Pacific West,CA,2016,August,63767
Redwood,Pacific West,CA,2016,September,49344
Redwood,Pacific West,CA,2016,October,46653
Redwood,Pacific West,CA,2016,November,18915
Redwood,Pacific West,CA,2016,December,23384
Redwood,Pacific West,CA,2017,January,24830
Redwood,Pacific West,CA,2017,February,16308
Redwood,Pacific West,CA,2017,March,19301
Redwood,Pacific West,CA,2017,April,32127
Redwood,Pacific West,CA,2017,May,49170
Redwood,Pacific West,CA,2017,June,59862
Redwood,Pacific West,CA,2017,July,68427
Redwood,Pacific West,CA,2017,August,51747
Redwood,Pacific West,CA,2017,September,43677
Redwood,Pacific West,CA,2017,October,31446
Redwood,Pacific West,CA,2017,November,21096
Redwood,Pacific West,CA,2017,December,27009
Redwood,Pacific West,CA,2018,January,23502
Redwood,Pacific West,CA,2018,February,16684
Redwood,Pacific West,CA,2018,March,24118
Redwood,Pacific West,CA,2018,April,32580
Redwood,Pacific West,CA,2018,May,51464
Redwood,Pacific West,CA,2018,June,70581
Redwood,Pacific West,CA,2018,July,72787
Redwood,Pacific West,CA,2018,August,57316
Redwood,Pacific West,CA,2018,September,51968
Redwood,Pacific West,CA,2018,October,35275
Redwood,Pacific West,CA,2018,November,22477
Redwood,Pacific West,CA,2018,December,23784
Redwood,Pacific West,CA,2019,January,17129
Redwood,Pacific West,CA,2019,February,17768
Redwood,Pacific West,CA,2019,March,30938
Redwood,Pacific West,CA,2019,April,33179
Redwood,Pacific West,CA,2019,May,62796
Redwood,Pacific West,CA,2019,June,76137
Redwood,Pacific West,CA,2019,July,69750
Redwood,Pacific West,CA,2019,August,55227
Redwood,Pacific West,CA,2019,September,55568
Redwood,Pacific West,CA,2019,October,42048
Redwood,Pacific West,CA,2019,November,24430
Redwood,Pacific West,CA,2019,December,19752
Redwood,Pacific West,CA,2020,January,24128
Redwood,Pacific West,CA,2020,February,21201
Redwood,Pacific West,CA,2020,March,9079
Redwood,Pacific West,CA,2020,April,5212
Redwood,Pacific West,CA,2020,May,25258
Redwood,Pacific West,CA,2020,June,29408
Redwood,Pacific West,CA,2020,July,39126
Redwood,Pacific West,CA,2020,August,38488
Redwood,Pacific West,CA,2020,September,21343
Redwood,Pacific West,CA,2020,October,21833
Redwood,Pacific West,CA,2020,November,15981
Redwood,Pacific West,CA,2020,December,14120
Redwood,Pacific West,CA,2021,January,19790
Redwood,Pacific West,CA,2021,February,19708
Redwood,Pacific West,CA,2021,March,20645
Redwood,Pacific West,CA,2021,April,24290
Redwood,Pacific West,CA,2021,May,43346
Redwood,Pacific West,CA,2021,June,53024
Redwood,Pacific West,CA,2021,July,56573
Redwood,Pacific West,CA,2021,August,58121
Redwood,Pacific West,CA,2021,September,57927
Redwood,Pacific West,CA,2021,October,38708
Redwood,Pacific West,CA,2021,November,23828
Redwood,Pacific West,CA,2021,December,19919
Redwood,Pacific West,CA,2022,January,20630
Redwood,Pacific West,CA,2022,February,20202
Redwood,Pacific West,CA,2022,March,27390
Redwood,Pacific West,CA,2022,April,34053
Redwood,Pacific West,CA,2022,May,44887
Redwood,Pacific West,CA,2022,June,59736
Redwood,Pacific West,CA,2022,July,68544
Redwood,Pacific West,CA,2022,August,60003
Redwood,Pacific West,CA,2022,September,49954
Redwood,Pacific West,CA,2022,October,38004
Redwood,Pacific West,CA,2022,November,19904
Redwood,Pacific West,CA,2022,December,15093
Rocky Mountain,Intermountain,CO,2012,January,68537
Rocky Mountain,Intermountain,CO,2012,February,62036
Rocky Mountain,Intermountain,CO,2012,March,104374
Rocky Mountain,Intermountain,CO,2012,April,117053
Rocky Mountain,Intermountain,CO,2012,May,228950
Rocky Mountain,Intermountain,CO,2012,June,500206
Rocky Mountain,Intermountain,CO,2012,July,651722
Rocky Mountain,Intermountain,CO,2012,August,589131
Rocky Mountain,Intermountain,CO,2012,September,527172
Rocky Mountain,Intermountain,CO,2012,October,219946
Rocky Mountain,Intermountain,CO,2012,November,93714
Rocky Mountain,Intermountain,CO,2012,December,66776
Rocky Mountain,Intermountain,CO,2013,January,78022
Rocky Mountain,Intermountain,CO,2013,February,68831
Rocky Mountain,Intermountain,CO,2013,March,89691
Rocky Mountain,Intermountain,CO,2013,April,90379
Rocky Mountain,Intermountain,CO,2013,May,239184
Rocky Mountain,Intermountain,CO,2013,June,602508
Rocky Mountain,Intermountain,CO,2013,July,712583
Rocky Mountain,Intermountain,CO,2013,August,621852
Rocky Mountain,Intermountain,CO,2013,September,253467
Rocky Mountain,Intermountain,CO,2013,October,66275
Rocky Mountain,Intermountain,CO,2013,November,86379
Rocky Mountain,Intermountain,CO,2013,December,81970
Rocky Mountain,Intermountain,CO,2014,January,77633
Rocky Mountain,Intermountain,CO,2014,February,76881
Rocky Mountain,Intermountain,CO,2014,March,99077
Rocky Mountain,Intermountain,CO,2014,April,97100
Rocky Mountain,Intermountain,CO,2014,May,220532
Rocky Mountain,Intermountain,CO,2014,June,538725
Rocky Mountain,Intermountain,CO,2014,July,693685
Rocky Mountain,Intermountain,CO,2014,August,616826
Rocky Mountain,Intermountain,CO,2014,September,537694
Rocky Mountain,Intermountain,CO,2014,October,305651
Rocky Mountain,Intermountain,CO,2014,November,90915
Rocky Mountain,Intermountain,CO,2014,December,80032
Rocky Mountain,Intermountain,CO,2015,January,98928
Rocky Mountain,Intermountain,CO,2015,February,85123
Rocky Mountain,Intermountain,CO,2015,March,134304
Rocky Mountain,Intermountain,CO,2015,April,116959
Rocky Mountain,Intermountain,CO,2015,May,259711
Rocky Mountain,Intermountain,CO,2015,June,608796
Rocky Mountain,Intermountain,CO,2015,July,858426
Rocky Mountain,Intermountain,CO,2015,August,765579
Rocky Mountain,Intermountain,CO,2015,September,644350
Rocky Mountain,Intermountain,CO,2015,October,371558
Rocky Mountain,Intermountain,CO,2015,November,118398
Rocky Mountain,Intermountain,CO,2015,December,93784
Rocky Mountain,Intermountain,CO,2016,January,115207
Rocky Mountain,Intermountain,CO,2016,February,105125
Rocky Mountain,Intermountain,CO,2016,March,135053
Rocky Mountain,Intermountain,CO,2016,April,129967
Rocky Mountain,Intermountain,CO,2016,May,285868
Rocky Mountain,Intermountain,CO,2016,June,700990
Rocky Mountain,Intermountain,CO,2016,July,912507
Rocky Mountain,Intermountain,CO,2016,August,772849
Rocky Mountain,Intermountain,CO,2016,September,711110
Rocky Mountain,Intermountain,CO,2016,October,398525
Rocky Mountain,Intermountain,CO,2016,November,158553
Rocky Mountain,Intermountain,CO,2016,December,91831
Rocky Mountain,Intermountain,CO,2017,January,95602
Rocky Mountain,Intermountain,CO,2017,February,98832
Rocky Mountain,Intermountain,CO,2017,March,145110
Rocky Mountain,Intermountain,CO,2017,April,158360
Rocky Mountain,Intermountain,CO,2017,May,263222
Rocky Mountain,Intermountain,CO,2017,June,741247
Rocky Mountain,Intermountain,CO,2017,July,885478
Rocky Mountain,Intermountain,CO,2017,August,782625
Rocky Mountain,Intermountain,CO,2017,September,681160
Rocky Mountain,Intermountain,CO,2017,October,332526
Rocky Mountain,Intermountain,CO,2017,November,140223
Rocky Mountain,Intermountain,CO,2017,December,112830
Rocky Mountain,Intermountain,CO,2018,January,111422
Rocky Mountain,Intermountain,CO,2018,February,84245
Rocky Mountain,Intermountain,CO,2018,March,156434
Rocky Mountain,Intermountain,CO,2018,April,151975
Rocky Mountain,Intermountain,CO,2018,May,305993
Rocky Mountain,Intermountain,CO,2018,June,720822
Rocky Mountain,Intermountain,CO,2018,July,931929
Rocky Mountain,Intermountain,CO,2018,August,798306
Rocky Mountain,Intermountain,CO,2018,September,784480
Rocky Mountain,Intermountain,CO,2018,October,312757
Rocky Mountain,Intermountain,CO,2018,November,125349
Rocky Mountain,Intermountain,CO,2018,December,106781
Rocky Mountain,Intermountain,CO,2019,January,118152
Rocky Mountain,Intermountain,CO,2019,February,99873
Rocky Mountain,Intermountain,CO,2019,March,146414
Rocky Mountain,Intermountain,CO,2019,April,160259
Rocky Mountain,Intermountain,CO,2019,May,280351
Rocky Mountain,Intermountain,CO,2019,June,698224
Rocky Mountain,Intermountain,CO,2019,July,973992
Rocky Mountain,Intermountain,CO,2019,August,830039
Rocky Mountain,Intermountain,CO,2019,September,752320
Rocky Mountain,Intermountain,CO,2019,October,374003
Rocky Mountain,Intermountain,CO,2019,November,123376
Rocky Mountain,Intermountain,CO,2019,December,113050
Rocky Mountain,Intermountain,CO,2020,January,126866
Rocky Mountain,Intermountain,CO,2020,February,110667
Rocky Mountain,Intermountain,CO,2020,March,97690
Rocky Mountain,Intermountain,CO,2020,April,0
Rocky Mountain,Intermountain,CO,2020,May,63051
Rocky Mountain,Intermountain,CO,2020,June,491355
Rocky Mountain,Intermountain,CO,2020,July,723478
Rocky Mountain,Intermountain,CO,2020,August,580368
Rocky Mountain,Intermountain,CO,2020,September,500019
Rocky Mountain,Intermountain,CO,2020,October,297665
Rocky Mountain,Intermountain,CO,2020,November,157875
Rocky Mountain,Intermountain,CO,2020,December,156165
Rocky Mountain,Intermountain,CO,2021,January,140715
Rocky Mountain,Intermountain,CO,2021,February,133771
Rocky Mountain,Intermountain,CO,2021,March,155819
Rocky Mountain,Intermountain,CO,2021,April,183792
Rocky Mountain,Intermountain,CO,2021,May,335060
Rocky Mountain,Intermountain,CO,2021,June,671232
Rocky Mountain,Intermountain,CO,2021,July,904767
Rocky Mountain,Intermountain,CO,2021,August,746343
Rocky Mountain,Intermountain,CO,2021,September,521233
Rocky Mountain,Intermountain,CO,2021,October,352736
Rocky Mountain,Intermountain,CO,2021,November,164992
Rocky Mountain,Intermountain,CO,2021,December,124388
Rocky Mountain,Intermountain,CO,2022,January,130331
Rocky Mountain,Intermountain,CO,2022,February,101109
Rocky Mountain,Intermountain,CO,2022,March,145752
Rocky Mountain,Intermountain,CO,2022,April,153666
Rocky Mountain,Intermountain,CO,2022,May,286464
Rocky Mountain,Intermountain,CO,2022,June,627860
Rocky Mountain,Intermountain,CO,2022,July,811861
Rocky Mountain,Intermountain,CO,2022,August,665531
Rocky Mountain,Intermountain,CO,2022,September,650863
Rocky Mountain,Intermountain,CO,2022,October,474957
Rocky Mountain,Intermountain,CO,2022,November,131655
Rocky Mountain,Intermountain,CO,2022,December,120375
Saguaro,Intermountain,AZ,2012,January,61544
Saguaro,Intermountain,AZ,2012,February,77317
Saguaro,Intermountain,AZ,2012,March,90023
Saguaro,Intermountain,AZ,2012,April,61418
Saguaro,Intermountain,AZ,2012,May,44534
Saguaro,Intermountain,AZ,2012,June,32114
Saguaro,Intermountain,AZ,2012,July,39512
Saguaro,Intermountain,AZ,2012,August,34863
Saguaro,Intermountain,AZ,2012,September,33840
Saguaro,Intermountain,AZ,2012,October,43143
Saguaro,Intermountain,AZ,2012,November,60037
Saguaro,Intermountain,AZ,2012,December,55941
Saguaro,Intermountain,AZ,2013,January,76927
Saguaro,Intermountain,AZ,2013,February,70794
Saguaro,Intermountain,AZ,2013,March,125881
Saguaro,Intermountain,AZ,2013,April,94764
Saguaro,Intermountain,AZ,2013,May,46141
Saguaro,Intermountain,AZ,2013,June,30949
Saguaro,Intermountain,AZ,2013,July,39896
Saguaro,Intermountain,AZ,2013,August,35161
Saguaro,Intermountain,AZ,2013,September,31072
Saguaro,Intermountain,AZ,2013,October,29117
Saguaro,Intermountain,AZ,2013,November,41561
Saguaro,Intermountain,AZ,2013,December,55998
Saguaro,Intermountain,AZ,2014,January,77883
Saguaro,Intermountain,AZ,2014,February,76856
Saguaro,Intermountain,AZ,2014,March,96500
Saguaro,Intermountain,AZ,2014,April,70494
Saguaro,Intermountain,AZ,2014,May,45841
Saguaro,Intermountain,AZ,2014,June,32480
Saguaro,Intermountain,AZ,2014,July,36279
Saguaro,Intermountain,AZ,2014,August,38075
Saguaro,Intermountain,AZ,2014,September,34155
Saguaro,Intermountain,AZ,2014,October,44325
Saguaro,Intermountain,AZ,2014,November,59958
Saguaro,Intermountain,AZ,2014,December,60726
Saguaro,Intermountain,AZ,2015,January,82743
Saguaro,Intermountain,AZ,2015,February,97933
Saguaro,Intermountain,AZ,2015,March,118729
Saguaro,Intermountain,AZ,2015,April,77715
Saguaro,Intermountain,AZ,2015,May,55800
Saguaro,Intermountain,AZ,2015,June,34434
Saguaro,Intermountain,AZ,2015,July,41292
Saguaro,Intermountain,AZ,2015,August,37614
Saguaro,Intermountain,AZ,2015,September,37218
Saguaro,Intermountain,AZ,2015,October,45058
Saguaro,Intermountain,AZ,2015,November,60026
Saguaro,Intermountain,AZ,2015,December,64884
Saguaro,Intermountain,AZ,2016,January,88923
Saguaro,Intermountain,AZ,2016,February,103376
Saguaro,Intermountain,AZ,2016,March,118125
Saguaro,Intermountain,AZ,2016,April,83290
Saguaro,Intermountain,AZ,2016,May,57396
Saguaro,Intermountain,AZ,2016,June,37587
Saguaro,Intermountain,AZ,2016,July,40050
Saguaro,Intermountain,AZ,2016,August,42248
Saguaro,Intermountain,AZ,2016,September,38865
Saguaro,Intermountain,AZ,2016,October,51086
Saguaro,Intermountain,AZ,2016,November,67524
Saguaro,Intermountain,AZ,2016,December,91956
Saguaro,Intermountain,AZ,2017,January,106868
Saguaro,Intermountain,AZ,2017,February,129417
Saguaro,Intermountain,AZ,2017,March,139654
Saguaro,Intermountain,AZ,2017,April,99335
Saguaro,Intermountain,AZ,2017,May,61633
Saguaro,Intermountain,AZ,2017,June,45316
Saguaro,Intermountain,AZ,2017,July,51672
Saguaro,Intermountain,AZ,2017,August,56232
Saguaro,Intermountain,AZ,2017,September,43075
Saguaro,Intermountain,AZ,2017,October,59768
Saguaro,Intermountain,AZ,2017,November,81806
Saguaro,Intermountain,AZ,2017,December,89984
Saguaro,Intermountain,AZ,2018,January,104478
Saguaro,Intermountain,AZ,2018,February,131262
Saguaro,Intermountain,AZ,2018,March,152999
Saguaro,Intermountain,AZ,2018,April,98936
Saguaro,Intermountain,AZ,2018,May,62140
Saguaro,Intermountain,AZ,2018,June,42723
Saguaro,Intermountain,AZ,2018,July,49881
Saguaro,Intermountain,AZ,2018,August,49400
Saguaro,Intermountain,AZ,2018,September,43637
Saguaro,Intermountain,AZ,2018,October,62855
Saguaro,Intermountain,AZ,2018,November,96302
Saguaro,Intermountain,AZ,2018,December,62792
Saguaro,Intermountain,AZ,2019,January,48968
Saguaro,Intermountain,AZ,2019,February,149371
Saguaro,Intermountain,AZ,2019,March,186275
Saguaro,Intermountain,AZ,2019,April,117802
Saguaro,Intermountain,AZ,2019,May,75838
Saguaro,Intermountain,AZ,2019,June,49481
Saguaro,Intermountain,AZ,2019,July,48553
Saguaro,Intermountain,AZ,2019,August,51309
Saguaro,Intermountain,AZ,2019,September,44812
Saguaro,Intermountain,AZ,2019,October,64529
Saguaro,Intermountain,AZ,2019,November,87053
Saguaro,Intermountain,AZ,2019,December,96235
Saguaro,Intermountain,AZ,2020,January,124069
Saguaro,Intermountain,AZ,2020,February,146224
Saguaro,Intermountain,AZ,2020,March,98901
Saguaro,Intermountain,AZ,2020,April,22820
Saguaro,Intermountain,AZ,2020,May,22300
Saguaro,Intermountain,AZ,2020,June,20362
Saguaro,Intermountain,AZ,2020,July,25649
Saguaro,Intermountain,AZ,2020,August,24301
Saguaro,Intermountain,AZ,2020,September,23934
Saguaro,Intermountain,AZ,2020,October,37950
Saguaro,Intermountain,AZ,2020,November,52377
Saguaro,Intermountain,AZ,2020,December,163339
Saguaro,Intermountain,AZ,2021,January,186505
Saguaro,Intermountain,AZ,2021,February,177726
Saguaro,Intermountain,AZ,2021,March,201010
Saguaro,Intermountain,AZ,2021,April,124267
Saguaro,Intermountain,AZ,2021,May,37630
Saguaro,Intermountain,AZ,2021,June,19808
Saguaro,Intermountain,AZ,2021,July,38297
Saguaro,Intermountain,AZ,2021,August,37217
Saguaro,Intermountain,AZ,2021,September,39172
Saguaro,Intermountain,AZ,2021,October,56615
Saguaro,Intermountain,AZ,2021,November,72714
Saguaro,Intermountain,AZ,2021,December,88825
Saguaro,Intermountain,AZ,2022,January,100022
Saguaro,Intermountain,AZ,2022,February,114193
Saguaro,Intermountain,AZ,2022,March,132467
Saguaro,Intermountain,AZ,2022,April,109500
Saguaro,Intermountain,AZ,2022,May,65538
Saguaro,Intermountain,AZ,2022,June,37836
Saguaro,Intermountain,AZ,2022,July,37458
Saguaro,Intermountain,AZ,2022,August,38698
Saguaro,Intermountain,AZ,2022,September,37091
Saguaro,Intermountain,AZ,2022,October,63252
Saguaro,Intermountain,AZ,2022,November,86306
Saguaro,Intermountain,AZ,2022,December,85833
Sequoia,Pacific West,CA,2012,January,30112
Sequoia,Pacific West,CA,2012,February,28557
Sequoia,Pacific West,CA,2012,March,45541
Sequoia,Pacific West,CA,2012,April,59186
Sequoia,Pacific West,CA,2012,May,108045
Sequoia,Pacific West,CA,2012,June,123538
Sequoia,Pacific West,CA,2012,July,178374
Sequoia,Pacific West,CA,2012,August,255984
Sequoia,Pacific West,CA,2012,September,147491
Sequoia,Pacific West,CA,2012,October,69775
Sequoia,Pacific West,CA,2012,November,32886
Sequoia,Pacific West,CA,2012,December,27095
Sequoia,Pacific West,CA,2013,January,24429
Sequoia,Pacific West,CA,2013,February,21262
Sequoia,Pacific West,CA,2013,March,43242
Sequoia,Pacific West,CA,2013,April,50937
Sequoia,Pacific West,CA,2013,May,98904
Sequoia,Pacific West,CA,2013,June,147445
Sequoia,Pacific West,CA,2013,July,161286
Sequoia,Pacific West,CA,2013,August,162352
Sequoia,Pacific West,CA,2013,September,105351
Sequoia,Pacific West,CA,2013,October,28702
Sequoia,Pacific West,CA,2013,November,37328
Sequoia,Pacific West,CA,2013,December,28036
Sequoia,Pacific West,CA,2014,January,25825
Sequoia,Pacific West,CA,2014,February,26877
Sequoia,Pacific West,CA,2014,March,48135
Sequoia,Pacific West,CA,2014,April,70926
Sequoia,Pacific West,CA,2014,May,101054
Sequoia,Pacific West,CA,2014,June,135952
Sequoia,Pacific West,CA,2014,July,179033
Sequoia,Pacific West,CA,2014,August,180619
Sequoia,Pacific West,CA,2014,September,112109
Sequoia,Pacific West,CA,2014,October,70260
Sequoia,Pacific West,CA,2014,November,45885
Sequoia,Pacific West,CA,2014,December,42462
Sequoia,Pacific West,CA,2015,January,35320
Sequoia,Pacific West,CA,2015,February,29613
Sequoia,Pacific West,CA,2015,March,53100
Sequoia,Pacific West,CA,2015,April,68602
Sequoia,Pacific West,CA,2015,May,113812
Sequoia,Pacific West,CA,2015,June,139746
Sequoia,Pacific West,CA,2015,July,197117
Sequoia,Pacific West,CA,2015,August,173943
Sequoia,Pacific West,CA,2015,September,124126
Sequoia,Pacific West,CA,2015,October,70954
Sequoia,Pacific West,CA,2015,November,48251
Sequoia,Pacific West,CA,2015,December,42880
Sequoia,Pacific West,CA,2016,January,41007
Sequoia,Pacific West,CA,2016,February,33815
Sequoia,Pacific West,CA,2016,March,59292
Sequoia,Pacific West,CA,2016,April,73518
Sequoia,Pacific West,CA,2016,May,127056
Sequoia,Pacific West,CA,2016,June,160327
Sequoia,Pacific West,CA,2016,July,221476
Sequoia,Pacific West,CA,2016,August,191657
Sequoia,Pacific West,CA,2016,September,150580
Sequoia,Pacific West,CA,2016,October,92679
Sequoia,Pacific West,CA,2016,November,57513
Sequoia,Pacific West,CA,2016,December,45768
Sequoia,Pacific West,CA,2017,January,28877
Sequoia,Pacific West,CA,2017,February,27306
Sequoia,Pacific West,CA,2017,March,58609
Sequoia,Pacific West,CA,2017,April,94141
Sequoia,Pacific West,CA,2017,May,131584
Sequoia,Pacific West,CA,2017,June,169618
Sequoia,Pacific West,CA,2017,July,232403
Sequoia,Pacific West,CA,2017,August,200337
Sequoia,Pacific West,CA,2017,September,147224
Sequoia,Pacific West,CA,2017,October,89252
Sequoia,Pacific West,CA,2017,November,58403
Sequoia,Pacific West,CA,2017,December,53502
Sequoia,Pacific West,CA,2018,January,39678
Sequoia,Pacific West,CA,2018,February,41244
Sequoia,Pacific West,CA,2018,March,65934
Sequoia,Pacific West,CA,2018,April,84169
Sequoia,Pacific West,CA,2018,May,131687
Sequoia,Pacific West,CA,2018,June,156039
Sequoia,Pacific West,CA,2018,July,193884
Sequoia,Pacific West,CA,2018,August,184413
Sequoia,Pacific West,CA,2018,September,135576
Sequoia,Pacific West,CA,2018,October,83442
Sequoia,Pacific West,CA,2018,November,54590
Sequoia,Pacific West,CA,2018,December,58938
Sequoia,Pacific West,CA,2019,January,36024
Sequoia,Pacific West,CA,2019,February,28737
Sequoia,Pacific West,CA,2019,March,63343
Sequoia,Pacific West,CA,2019,April,93054
Sequoia,Pacific West,CA,2019,May,119816
Sequoia,Pacific West,CA,2019,June,153882
Sequoia,Pacific West,CA,2019,July,193633
Sequoia,Pacific West,CA,2019,August,190139
Sequoia,Pacific West,CA,2019,September,144639
Sequoia,Pacific West,CA,2019,October,118187
Sequoia,Pacific West,CA,2019,November,59502
Sequoia,Pacific West,CA,2019,December,45097
Sequoia,Pacific West,CA,2020,January,46368
Sequoia,Pacific West,CA,2020,February,48821
Sequoia,Pacific West,CA,2020,March,16625
Sequoia,Pacific West,CA,2020,April,0
Sequoia,Pacific West,CA,2020,May,0
Sequoia,Pacific West,CA,2020,June,52901
Sequoia,Pacific West,CA,2020,July,194892
Sequoia,Pacific West,CA,2020,August,187702
Sequoia,Pacific West,CA,2020,September,88313
Sequoia,Pacific West,CA,2020,October,65370
Sequoia,Pacific West,CA,2020,November,66044
Sequoia,Pacific West,CA,2020,December,29050
Sequoia,Pacific West,CA,2021,January,65177
Sequoia,Pacific West,CA,2021,February,54162
Sequoia,Pacific West,CA,2021,March,79431
Sequoia,Pacific West,CA,2021,April,103101
Sequoia,Pacific West,CA,2021,May,134360
Sequoia,Pacific West,CA,2021,June,162201
Sequoia,Pacific West,CA,2021,July,182423
Sequoia,Pacific West,CA,2021,August,155567
Sequoia,Pacific West,CA,2021,September,50597
Sequoia,Pacific West,CA,2021,October,22545
Sequoia,Pacific West,CA,2021,November,25406
Sequoia,Pacific West,CA,2021,December,24578
Sequoia,Pacific West,CA,2022,January,32564
Sequoia,Pacific West,CA,2022,February,39182
Sequoia,Pacific West,CA,2022,March,58365
Sequoia,Pacific West,CA,2022,April,86412
Sequoia,Pacific West,CA,2022,May,121934
Sequoia,Pacific West,CA,2022,June,135869
Sequoia,Pacific West,CA,2022,July,188020
Sequoia,Pacific West,CA,2022,August,170284
Sequoia,Pacific West,CA,2022,September,127041
Sequoia,Pacific West,CA,2022,October,96663
Sequoia,Pacific West,CA,2022,November,55800
Sequoia,Pacific West,CA,2022,December,41064
Shenandoah,Northeast,VA,2012,January,18017
Shenandoah,Northeast,VA,2012,February,15954
Shenandoah,Northeast,VA,2012,March,46454
Shenandoah,Northeast,VA,2012,April,94770
Shenandoah,Northeast,VA,2012,May,127124
Shenandoah,Northeast,VA,2012,June,142242
Shenandoah,Northeast,VA,2012,July,147518
Shenandoah,Northeast,VA,2012,August,149992
Shenandoah,Northeast,VA,2012,September,140267
Shenandoah,Northeast,VA,2012,October,235180
